,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,customer_loyalty,Service_Count,ServiceCategory,Charges per Service,charges Level,Churn_Flag
73,Female,71,No,0,Le Grand,95333,37.249377,-120.249581,0,26,Yes,33.74,No,Yes,Fiber Optic,7.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3070.89,Stayed,Still Customer,Still Customer,3256,Established,5,Light Bundle,438.73,Mid Level of charges,0
74,Male,45,No,0,Redway,95560,40.142256,-123.852927,0,50,No,0.0,No phone Service,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.4,1748.9,0.0,0,0.0,1748.9,Stayed,Still Customer,Still Customer,1851,Loyal,4,Light Bundle,437.22,Mid Level of charges,0
75,Female,29,No,0,San Diego,92122,32.85723,-117.209774,0,7,Yes,28.62,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,511.25,13.03,0,200.34,698.56,Churned,Competitor,Competitor made better offer,34902,Early,4,Light Bundle,127.81,Low Level of charges,1
76,Female,62,Yes,0,Monterey Park,91755,34.049172,-118.115022,1,61,Yes,47.19,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0.0,0,2878.59,8405.34,Stayed,Still Customer,Still Customer,26933,Loyal,10,Heavy Bundle,552.67,Mid Level of charges,0
77,Male,42,No,0,Big Oak Flat,95305,37.818589,-120.256995,0,15,Yes,45.92,No,Yes,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0.0,0,688.8,2242.75,Churned,Attitude,Attitude of service provider,167,Growth,8,Heavy Bundle,194.24,Low Level of charges,1
78,Female,51,No,2,Stevenson Ranch,91381,34.364153,-118.615583,0,26,No,0.0,No phone Service,Yes,DSL,19.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.8,1147.0,0.0,0,0.0,1147.0,Stayed,Still Customer,Still Customer,9937,Established,6,Heavy Bundle,191.17,Low Level of charges,0
79,Male,39,Yes,0,North Highlands,95660,38.671295,-121.388251,9,72,Yes,33.22,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0.0,0,2391.84,9139.19,Stayed,Still Customer,Still Customer,32202,Loyal,7,Heavy Bundle,963.91,High Level of charges,0
80,Male,64,Yes,0,La Puente,91746,34.038983,-117.991372,1,44,Yes,27.4,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,20.5,865.05,0.0,0,1205.6,2070.65,Stayed,Still Customer,Still Customer,30802,Established,1,Single Service,865.05,High Level of charges,0
81,Male,55,No,0,Glenhaven,95443,39.045246,-122.743181,0,66,Yes,48.78,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,9200.36,Stayed,Still Customer,Still Customer,175,Loyal,5,Light Bundle,1195.38,High Level of charges,0
82,Female,40,No,0,Alhambra,91803,34.074736,-118.145959,0,2,Yes,36.81,No,Yes,Fiber Optic,16.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,Churned,Competitor,Competitor offered higher download speeds,30635,New,6,Heavy Bundle,30.28,Low Level of charges,1
83,Female,76,No,0,Santa Monica,90403,34.031529,-118.491156,0,44,Yes,7.72,No,Yes,DSL,17.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.85,3268.05,17.91,0,339.68,3589.82,Stayed,Still Customer,Still Customer,23559,Established,8,Heavy Bundle,408.51,Mid Level of charges,0
84,Female,57,No,0,Lodi,95240,38.123544,-121.159078,0,12,Yes,14.38,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,1224.96,Churned,Attitude,Attitude of support person,45755,Early,5,Light Bundle,210.48,Mid Level of charges,1
85,Male,71,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,69,Yes,18.41,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,7634.25,0.0,0,1270.29,8904.54,Stayed,Still Customer,Still Customer,54492,Loyal,8,Heavy Bundle,954.28,High Level of charges,0
86,Female,25,No,0,Fairfield,94533,38.287136,-122.02711,0,1,Yes,1.23,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.2,80.2,0.0,0,1.23,81.43,Churned,Price,Lack of affordable download/upload speed,77683,New,4,Light Bundle,20.05,Low Level of charges,1
87,Female,24,No,0,Stockton,95204,37.974498,-121.319568,0,3,Yes,25.75,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,Churned,Price,Long distance charges,30476,New,1,Single Service,63.75,Low Level of charges,1
88,Female,19,Yes,0,Temecula,92592,33.507255,-117.029473,10,2,Yes,4.65,No,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.35,190.5,0.0,0,9.3,199.8,Joined,Still Customer,Still Customer,46171,New,6,Heavy Bundle,31.75,Low Level of charges,0
89,Female,77,No,0,Fallbrook,92028,33.362575,-117.299644,0,27,Yes,2.97,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,2401.05,0.0,0,80.19,2481.24,Stayed,Still Customer,Still Customer,42239,Established,5,Light Bundle,480.21,Mid Level of charges,0
90,Male,57,No,0,Randsburg,93554,35.405722,-117.773354,0,26,Yes,13.34,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0.0,0,346.84,858.09,Stayed,Still Customer,Still Customer,117,Established,1,Single Service,511.25,Mid Level of charges,0
91,Female,73,Yes,0,Atascadero,93422,35.453912,-120.69461,9,39,Yes,20.15,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,0.0,0,785.85,4735.0,Stayed,Still Customer,Still Customer,29539,Established,7,Heavy Bundle,564.16,Mid Level of charges,0
92,Male,41,No,0,Planada,95365,37.329725,-120.306399,0,25,Yes,34.88,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,2362.1,0.0,0,872.0,3234.1,Churned,Competitor,Competitor had better devices,4150,Established,6,Heavy Bundle,393.68,Mid Level of charges,1
93,Female,43,No,0,Moorpark,93021,34.312945,-118.858169,0,1,Yes,39.81,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,Churned,Competitor,Competitor had better devices,32984,New,3,Light Bundle,23.63,Low Level of charges,1
94,Male,48,Yes,0,Solvang,93463,34.624399,-120.137875,1,22,Yes,27.24,No,Yes,DSL,21.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,Churned,Attitude,Attitude of service provider,7958,Growth,5,Light Bundle,230.54,Mid Level of charges,1
95,Female,56,No,0,Calistoga,94515,38.629618,-122.593216,0,72,Yes,48.37,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.9,8496.7,0.0,0,3482.64,11979.34,Stayed,Still Customer,Still Customer,7384,Loyal,10,Heavy Bundle,849.67,High Level of charges,0
96,Female,51,No,0,La Mirada,90638,33.902045,-118.008961,0,24,Yes,10.64,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.55,470.2,0.0,0,255.36,725.56,Stayed,Still Customer,Still Customer,47568,Growth,1,Single Service,470.2,Mid Level of charges,0
97,Female,34,Yes,0,Boron,93516,34.95703,-117.73045,8,19,Yes,7.84,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0.0,0,148.96,1713.36,Stayed,Still Customer,Still Customer,2241,Growth,4,Light Bundle,391.1,Mid Level of charges,0
98,Male,21,Yes,2,San Marcos,92078,33.119028,-117.166036,2,71,Yes,9.2,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.35,1847.55,0.0,0,653.2,2500.75,Stayed,Still Customer,Still Customer,6760,Loyal,1,Single Service,1847.55,High Level of charges,0
99,Male,78,Yes,0,Desert Center,92239,33.889605,-115.257009,7,33,Yes,25.15,Yes,Yes,Fiber Optic,20.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0,829.95,4524.65,Stayed,Still Customer,Still Customer,964,Established,8,Heavy Bundle,461.84,Mid Level of charges,0
100,Female,60,No,0,Crows Landing,95313,37.435664,-121.049056,0,3,Yes,2.69,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,Joined,Still Customer,Still Customer,1508,New,1,Single Service,58.0,Low Level of charges,0
101,Male,54,Yes,1,Tuolumne,95379,37.939768,-120.188002,7,47,Yes,1.09,Yes,Yes,Fiber Optic,13.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0.0,0,51.23,4068.68,Stayed,Still Customer,Still Customer,3979,Established,5,Light Bundle,803.49,High Level of charges,0
102,Male,42,Yes,3,San Diego,92120,32.807867,-117.060993,2,62,Yes,1.76,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0.0,0,109.12,6934.77,Stayed,Still Customer,Still Customer,25569,Loyal,10,Heavy Bundle,682.56,Mid Level of charges,0
103,Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,Yes,2.88,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0.0,0,204.48,8514.03,Stayed,Still Customer,Still Customer,24944,Loyal,10,Heavy Bundle,830.96,High Level of charges,0
104,Male,71,Yes,0,Fresno,93725,36.623632,-119.741322,8,7,Yes,41.97,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,0.0,0,293.79,899.24,Stayed,Still Customer,Still Customer,21010,Early,6,Heavy Bundle,100.91,Low Level of charges,0
105,Female,56,Yes,2,Del Rey,93616,36.657462,-119.595293,6,27,Yes,46.66,No,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,Stayed,Still Customer,Still Customer,1965,Established,4,Light Bundle,493.09,Mid Level of charges,0
106,Male,33,No,0,Redwood City,94065,37.527497,-122.230941,0,2,Yes,1.81,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,Joined,Still Customer,Still Customer,10658,New,1,Single Service,33.7,Low Level of charges,0
107,Female,32,No,3,Landers,92285,34.341737,-116.539416,0,25,No,0.0,No phone Service,Yes,Cable,75.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,Stayed,Still Customer,Still Customer,2182,Established,4,Light Bundle,211.11,Mid Level of charges,0
108,Male,80,No,0,Hawthorne,90250,33.914775,-118.348083,0,30,Yes,38.61,No,Yes,DSL,5.0,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6,Stayed,Still Customer,Still Customer,93315,Established,7,Heavy Bundle,301.61,Mid Level of charges,0
109,Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,Yes,16.94,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,Churned,Attitude,Attitude of support person,7435,Loyal,9,Heavy Bundle,689.5,Mid Level of charges,1
110,Male,26,Yes,0,Armona,93202,36.315979,-119.710852,1,10,Yes,2.02,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,Churned,Competitor,Competitor offered more data,2872,Early,4,Light Bundle,213.82,Mid Level of charges,1
111,Female,59,No,0,Clarksburg,95612,38.384648,-121.578701,0,9,Yes,9.27,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.43,717.28,Stayed,Still Customer,Still Customer,1417,Early,3,Light Bundle,211.28,Mid Level of charges,0
112,Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,1,6,Yes,28.71,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,Churned,Other,Deceased,26419,New,4,Light Bundle,118.72,Low Level of charges,1
113,Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,Yes,38.92,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0.0,40,2685.48,8574.08,Stayed,Still Customer,Still Customer,14574,Loyal,4,Light Bundle,1462.15,High Level of charges,0
114,Female,68,No,0,Salida,95368,37.713152,-121.08739,0,66,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0.0,0,689.7,7161.55,Stayed,Still Customer,Still Customer,12466,Loyal,7,Heavy Bundle,924.55,High Level of charges,0
115,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Yes,10.21,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.3,Churned,Dissatisfaction,Network reliability,15921,Loyal,10,Heavy Bundle,812.76,High Level of charges,1
116,Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Yes,5.57,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,Churned,Price,Long distance charges,6876,Established,1,Single Service,676.35,Mid Level of charges,1
117,Female,52,Yes,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Yes,24.33,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.25,864.2,0.0,0,1119.18,1983.38,Stayed,Still Customer,Still Customer,32304,Established,1,Single Service,864.2,High Level of charges,0
118,Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7,54,Yes,11.4,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,Stayed,Still Customer,Still Customer,7334,Loyal,10,Heavy Bundle,604.95,Mid Level of charges,0
119,Female,54,No,0,Daly City,94014,37.691561,-122.445202,0,15,Yes,22.39,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,Churned,Competitor,Competitor made better offer,47453,Growth,9,Heavy Bundle,175.86,Low Level of charges,1
120,Female,48,Yes,1,Middletown,95461,38.787446,-122.58675,0,12,Yes,8.25,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,297.1,Stayed,Still Customer,Still Customer,7789,Early,1,Single Service,198.1,Low Level of charges,0
121,Female,51,No,0,Berkeley,94705,37.858898,-122.240512,0,22,No,0.0,No phone Service,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0.0,0,0.0,1098.85,Stayed,Still Customer,Still Customer,12448,Growth,6,Heavy Bundle,183.14,Low Level of charges,0
122,Female,22,Yes,0,Lost Hills,93249,35.637715,-119.893068,9,70,No,0.0,No phone Service,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0.0,4038.29,Stayed,Still Customer,Still Customer,2502,Loyal,8,Heavy Bundle,504.91,Mid Level of charges,0
123,Male,52,No,0,Garden Grove,92844,33.766476,-117.969795,0,30,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0.0,130,741.9,3310.5,Stayed,Still Customer,Still Customer,23481,Established,5,Light Bundle,487.72,Mid Level of charges,0
124,Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,Stayed,Still Customer,Still Customer,2743,Loyal,7,Heavy Bundle,1016.25,High Level of charges,0
125,Male,33,Yes,0,Oxnard,93033,34.156629,-119.117218,2,30,Yes,9.81,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.8,576.65,0.0,0,294.3,870.95,Stayed,Still Customer,Still Customer,77791,Established,1,Single Service,576.65,Mid Level of charges,0
126,Male,26,Yes,0,San Diego,92122,32.85723,-117.209774,5,4,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,Churned,Competitor,Competitor made better offer,34902,New,6,Heavy Bundle,61.98,Low Level of charges,1
127,Male,58,No,0,Escondido,92027,33.141265,-116.967221,0,2,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0,28.28,195.58,Churned,Competitor,Competitor made better offer,48690,New,6,Heavy Bundle,27.88,Low Level of charges,1
128,Male,22,No,1,Moreno Valley,92553,33.923149,-117.244933,0,10,Yes,7.86,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0,78.6,298.1,Stayed,Still Customer,Still Customer,61205,Early,1,Single Service,219.5,Mid Level of charges,0
129,Male,66,No,0,Chino,91710,33.990646,-117.663025,0,4,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0,145.6,419.0,Stayed,Still Customer,Still Customer,75319,New,4,Light Bundle,68.35,Low Level of charges,0
130,Male,69,No,0,Sacramento,95820,38.53508,-121.444144,0,52,No,0.0,No phone Service,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,Stayed,Still Customer,Still Customer,37031,Loyal,6,Heavy Bundle,425.84,Mid Level of charges,0
131,Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.2,Churned,Competitor,Competitor made better offer,51213,New,4,Light Bundle,55.79,Low Level of charges,1
132,Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Yes,2.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,Stayed,Still Customer,Still Customer,40545,Early,1,Single Service,165.5,Low Level of charges,0
133,Female,73,No,0,Calexico,92231,32.690654,-115.431225,0,2,Yes,23.91,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,Joined,Still Customer,Still Customer,27804,New,3,Light Bundle,29.77,Low Level of charges,0
134,Male,46,No,0,Groveland,95321,37.902968,-119.667544,0,3,Yes,13.72,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21,Joined,Still Customer,Still Customer,3680,New,6,Heavy Bundle,39.18,Low Level of charges,0
135,Male,40,No,0,Los Gatos,95033,37.160194,-121.945611,0,19,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0,225.15,1369.75,Stayed,Still Customer,Still Customer,10172,Growth,5,Light Bundle,228.92,Mid Level of charges,0
136,Male,53,No,0,Clovis,93611,36.917652,-119.593757,0,72,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,Stayed,Still Customer,Still Customer,46858,Loyal,7,Heavy Bundle,701.18,Mid Level of charges,0
137,Male,76,Yes,0,Hyampom,96046,40.648024,-123.465088,2,63,No,0.0,No phone Service,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,Stayed,Still Customer,Still Customer,268,Loyal,4,Light Bundle,574.72,Mid Level of charges,0
138,Male,38,Yes,0,Woodland Hills,91364,34.153733,-118.593408,1,66,No,0.0,No phone Service,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,Stayed,Still Customer,Still Customer,25988,Loyal,7,Heavy Bundle,541.31,Mid Level of charges,0
139,Male,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,Churned,Competitor,Competitor made better offer,46171,New,4,Light Bundle,18.98,Low Level of charges,1
140,Female,24,No,0,Livingston,95334,37.361987,-120.748394,0,60,Yes,15.29,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765.0,0.0,0,917.4,5682.4,Stayed,Still Customer,Still Customer,12672,Loyal,4,Light Bundle,1191.25,High Level of charges,0
141,Female,43,Yes,3,Tulare,93274,36.185471,-119.375243,3,48,No,0.0,No phone Service,Yes,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,0.0,0,0.0,2196.3,Stayed,Still Customer,Still Customer,56101,Established,6,Heavy Bundle,366.05,Mid Level of charges,0
142,Female,45,No,0,Buellton,93427,34.631362,-120.238218,0,1,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0.0,0,33.34,118.89,Churned,Other,Moved,4644,New,5,Light Bundle,17.11,Low Level of charges,1
143,Male,49,No,0,Palmdale,93552,34.557711,-118.029441,0,15,Yes,48.93,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0.0,0,733.95,2178.6,Churned,Competitor,Competitor had better devices,25370,Growth,6,Heavy Bundle,240.78,Mid Level of charges,1
